Datum,Produkt,Kategorie,Preis,Menge,Region
2025-09-24,Tisch,Möbel,300.0,16,Nord
2025-07-07,Maus,Elektronik,25.0,16,Süd
2025-11-26,Schraubenzieher,Werkzeug,15.0,11,West
2025-11-06,Säge,Werkzeug,70.0,16,Nord
2025-11-04,Laptop,Elektronik,1200.0,12,Ost
2025-04-02,Schraubenzieher,Werkzeug,15.0,17,Ost
2025-05-19,Säge,Werkzeug,70.0,17,Ost
2025-11-07,Monitor,Elektronik,250.0,4,Nord
2025-11-23,Monitor,Elektronik,250.0,14,Nord
2025-12-13,Milch,Lebensmittel,1.5,6,West
2025-04-13,Schrank,Möbel,500.0,12,Ost
2025-12-17,Lampe,Möbel,80.0,17,Nord
2025-09-20,Schraubenzieher,Werkzeug,15.0,4,Nord
2025-02-02,Säge,Werkzeug,70.0,7,West
2025-09-25,Säge,Werkzeug,70.0,1,Süd
2025-11-13,Stuhl,Möbel,150.0,12,West
2025-02-27,Sofa,Möbel,900.0,11,Nord
2025-02-02,Hammer,Werkzeug,20.0,17,Nord
2025-05-29,Schraubenzieher,Werkzeug,15.0,14,West
2025-09-22,Tisch,Möbel,300.0,10,Ost
2025-04-13,Kopfhörer,Elektronik,120.0,2,West
2025-07-27,Hammer,Werkzeug,20.0,16,Ost
2025-10-21,Säge,Werkzeug,70.0,1,Ost
2025-03-04,Kaffee,Lebensmittel,8.0,4,Nord
2025-09-02,Tablet,Elektronik,400.0,7,Ost
2025-06-17,Säge,Werkzeug,70.0,18,Ost
2025-11-22,Regal,Möbel,200.0,10,West
2025-12-01,Sofa,Möbel,900.0,13,Süd
2025-11-25,Monitor,Elektronik,250.0,16,Süd
2025-07-06,Smartphone,Elektronik,800.0,9,Nord
2025-07-16,Säge,Werkzeug,70.0,20,Ost
2025-12-01,Apfel,Lebensmittel,2.0,17,West
2025-04-02,Schraubenzieher,Werkzeug,15.0,9,Ost
2025-10-04,T-Shirt,Bekleidung,20.0,8,Ost
2025-02-07,Sofa,Möbel,900.0,11,Nord
2025-02-08,Apfel,Lebensmittel,2.0,10,Ost
2025-05-23,Apfel,Lebensmittel,2.0,12,Nord
2025-07-12,Regal,Möbel,200.0,11,West
2025-07-16,Sofa,Möbel,900.0,7,Ost
2025-01-15,Bohrmaschine,Werkzeug,150.0,19,Nord
2025-07-15,Smartphone,Elektronik,800.0,15,Nord
2025-11-08,Tastatur,Elektronik,45.0,5,West
2025-01-06,Sneaker,Bekleidung,100.0,2,Nord
2025-10-23,Bohrmaschine,Werkzeug,150.0,1,Ost
2025-06-23,Apfel,Lebensmittel,2.0,13,Ost
2025-04-01,Milch,Lebensmittel,1.5,11,Süd
2025-07-20,Apfel,Lebensmittel,2.0,12,Ost
2025-07-08,T-Shirt,Bekleidung,20.0,10,Nord
2025-08-26,Brot,Lebensmittel,3.0,8,Nord
2025-08-20,Brot,Lebensmittel,3.0,5,West
2025-12-18,Jacke,Bekleidung,120.0,15,West
2025-03-19,Kaffee,Lebensmittel,8.0,17,Süd
2025-03-31,Monitor,Elektronik,250.0,5,West
2025-12-08,Jacke,Bekleidung,120.0,12,Nord
2025-01-07,Jeans,Bekleidung,60.0,8,Ost
2025-09-20,Maus,Elektronik,25.0,19,Süd
2025-03-21,Bohrmaschine,Werkzeug,150.0,4,Süd
2025-01-09,Stuhl,Möbel,150.0,11,Nord
2025-08-21,Lampe,Möbel,80.0,13,Ost
2025-06-04,Sofa,Möbel,900.0,18,Süd
2025-08-10,Kopfhörer,Elektronik,120.0,9,Süd
2025-05-09,Monitor,Elektronik,250.0,2,Ost
2025-12-07,Brot,Lebensmittel,3.0,20,Ost
2025-11-14,Säge,Werkzeug,70.0,2,Ost
2025-12-05,Lampe,Möbel,80.0,19,West
2025-05-14,Smartwatch,Elektronik,200.0,10,Nord
2025-05-12,Sneaker,Bekleidung,100.0,14,West
2025-05-22,Apfel,Lebensmittel,2.0,9,Süd
2025-01-31,Hammer,Werkzeug,20.0,3,Nord
2025-02-06,Sneaker,Bekleidung,100.0,8,Ost
2025-06-15,Sofa,Möbel,900.0,4,West
2025-10-17,T-Shirt,Bekleidung,20.0,11,Nord
2025-12-17,Sneaker,Bekleidung,100.0,19,Ost
2025-01-11,Lampe,Möbel,80.0,2,Süd
2025-12-10,Milch,Lebensmittel,1.5,16,Süd
2025-10-22,T-Shirt,Bekleidung,20.0,16,Nord
2025-11-28,Hammer,Werkzeug,20.0,17,Ost
2025-08-14,Säge,Werkzeug,70.0,6,Nord
2025-10-31,Sneaker,Bekleidung,100.0,4,Nord
2025-08-25,Jeans,Bekleidung,60.0,9,West
2025-04-30,Regal,Möbel,200.0,2,West
2025-09-25,Tastatur,Elektronik,45.0,15,Ost
2025-11-09,Hammer,Werkzeug,20.0,19,Ost
2025-03-29,Stuhl,Möbel,150.0,13,Nord
2025-10-02,Smartphone,Elektronik,800.0,13,Ost
2025-01-27,Regal,Möbel,200.0,16,Ost
2025-07-12,Sofa,Möbel,900.0,18,West
2025-05-16,Monitor,Elektronik,250.0,20,Süd
2025-11-23,Regal,Möbel,200.0,13,West
2025-07-11,Schrank,Möbel,500.0,2,West
2025-07-08,Kopfhörer,Elektronik,120.0,2,Nord
2025-09-21,Lampe,Möbel,80.0,9,Ost
2025-02-13,Jeans,Bekleidung,60.0,13,West
2025-01-28,Lampe,Möbel,80.0,3,Ost
2025-11-15,Hammer,Werkzeug,20.0,12,West
2025-05-19,Sofa,Möbel,900.0,16,Ost
2025-09-10,Monitor,Elektronik,250.0,17,Süd
2025-07-17,Schrank,Möbel,500.0,9,West
2025-07-20,Smartphone,Elektronik,800.0,5,Süd
2025-09-16,Maus,Elektronik,25.0,18,West
2025-02-04,Apfel,Lebensmittel,2.0,20,Süd
2025-05-12,Stuhl,Möbel,150.0,2,Ost
2025-04-16,Laptop,Elektronik,1200.0,5,Süd
2025-04-27,Milch,Lebensmittel,1.5,9,West
2025-07-18,Bohrmaschine,Werkzeug,150.0,13,Nord
2025-11-29,Brot,Lebensmittel,3.0,6,Ost
2025-04-26,Tablet,Elektronik,400.0,12,West
2025-09-30,Jacke,Bekleidung,120.0,2,Süd
2025-07-21,Säge,Werkzeug,70.0,7,West
2025-06-11,Sofa,Möbel,900.0,20,West
2025-04-21,Bohrmaschine,Werkzeug,150.0,5,Ost
2025-10-29,Sofa,Möbel,900.0,19,Nord
2025-02-20,Maus,Elektronik,25.0,8,Süd
2025-06-28,Regal,Möbel,200.0,16,Nord
2025-12-27,Smartwatch,Elektronik,200.0,12,Nord
2025-02-27,Sneaker,Bekleidung,100.0,10,Ost
2025-04-12,Jacke,Bekleidung,120.0,9,Nord
2025-03-17,Brot,Lebensmittel,3.0,1,West
2025-10-31,Sneaker,Bekleidung,100.0,15,Ost
2025-07-11,Maus,Elektronik,25.0,12,Ost
2025-03-09,Schraubenzieher,Werkzeug,15.0,14,West
2026-01-01,Stuhl,Möbel,150.0,19,West
2025-01-18,Jacke,Bekleidung,120.0,20,Nord
2025-12-26,Schrank,Möbel,500.0,4,West
2025-11-28,Smartwatch,Elektronik,200.0,13,Ost
2025-07-19,Stuhl,Möbel,150.0,16,Nord
2025-01-21,Jacke,Bekleidung,120.0,14,West
2025-03-21,Smartphone,Elektronik,800.0,7,Ost
2025-11-28,Kopfhörer,Elektronik,120.0,13,Ost
2025-09-19,Säge,Werkzeug,70.0,16,West
2025-11-11,Tisch,Möbel,300.0,14,Ost
2025-12-29,Stuhl,Möbel,150.0,19,Nord
2025-12-04,Tastatur,Elektronik,45.0,15,West
2025-12-11,Lampe,Möbel,80.0,11,Nord
2025-08-04,Sneaker,Bekleidung,100.0,17,Ost
2025-11-18,Sofa,Möbel,900.0,1,West
2025-05-22,Hammer,Werkzeug,20.0,8,Ost
2025-02-11,Apfel,Lebensmittel,2.0,3,Süd
2025-10-24,Brot,Lebensmittel,3.0,13,Ost
2025-10-23,Brot,Lebensmittel,3.0,6,Ost
2025-11-20,Jeans,Bekleidung,60.0,17,Süd
2025-11-23,Monitor,Elektronik,250.0,6,Ost
2025-03-21,Lampe,Möbel,80.0,20,Süd
2025-07-25,Laptop,Elektronik,1200.0,4,Ost
2025-09-04,Lampe,Möbel,80.0,5,Süd
2025-12-08,Säge,Werkzeug,70.0,4,Nord
2025-12-26,Säge,Werkzeug,70.0,10,Ost
2025-06-14,Stuhl,Möbel,150.0,12,Ost
2025-10-16,Kopfhörer,Elektronik,120.0,13,Ost
2025-03-16,Maus,Elektronik,25.0,12,West
2025-03-01,Sneaker,Bekleidung,100.0,8,Nord
2025-11-19,Regal,Möbel,200.0,4,Süd
2025-02-20,Milch,Lebensmittel,1.5,18,West
2025-05-23,Milch,Lebensmittel,1.5,16,Süd
2025-08-07,Maus,Elektronik,25.0,2,Süd
2025-07-15,Tablet,Elektronik,400.0,9,West
2025-12-06,Brot,Lebensmittel,3.0,15,Süd
2025-11-14,Schrank,Möbel,500.0,12,Nord
2025-12-27,Tastatur,Elektronik,45.0,18,West
2025-12-11,Kopfhörer,Elektronik,120.0,6,Ost
2025-12-25,Regal,Möbel,200.0,7,West
2025-02-03,Tisch,Möbel,300.0,18,Nord
2025-02-15,Apfel,Lebensmittel,2.0,12,Nord
2025-08-12,Schraubenzieher,Werkzeug,15.0,1,West
2025-11-08,Regal,Möbel,200.0,8,Süd
2025-12-12,Regal,Möbel,200.0,17,Süd
2025-01-25,Laptop,Elektronik,1200.0,1,West
2025-02-17,Jacke,Bekleidung,120.0,13,Ost
2025-10-22,Smartwatch,Elektronik,200.0,9,Süd
2025-08-31,Stuhl,Möbel,150.0,19,Nord
2025-06-24,Bohrmaschine,Werkzeug,150.0,20,Süd
2025-03-06,Lampe,Möbel,80.0,20,Ost
2025-08-26,Laptop,Elektronik,1200.0,13,Nord
2025-06-11,Schrank,Möbel,500.0,4,Süd
2025-08-22,Brot,Lebensmittel,3.0,5,West
2025-11-27,Schraubenzieher,Werkzeug,15.0,17,Süd
2025-07-19,Hammer,Werkzeug,20.0,7,Süd
2025-03-31,T-Shirt,Bekleidung,20.0,20,Süd
2025-10-19,Jacke,Bekleidung,120.0,10,Nord
2025-08-08,Stuhl,Möbel,150.0,11,Ost
2025-05-27,Bohrmaschine,Werkzeug,150.0,5,Ost
2025-10-17,Sneaker,Bekleidung,100.0,13,Nord
2025-03-17,Sneaker,Bekleidung,100.0,17,Süd
2025-07-18,Smartphone,Elektronik,800.0,13,Süd
2025-04-05,Hammer,Werkzeug,20.0,2,Nord
2025-09-13,Kopfhörer,Elektronik,120.0,14,West
2025-10-12,Lampe,Möbel,80.0,1,West
2025-01-30,Milch,Lebensmittel,1.5,5,Ost
2025-05-04,Sneaker,Bekleidung,100.0,13,West
2025-03-10,Kaffee,Lebensmittel,8.0,19,Ost
2025-07-09,Regal,Möbel,200.0,16,Süd
2025-08-17,Jacke,Bekleidung,120.0,20,Ost
2025-12-29,Regal,Möbel,200.0,9,Nord
2025-08-22,Maus,Elektronik,25.0,16,Ost
2025-10-01,Tablet,Elektronik,400.0,19,Nord
2025-03-23,Tisch,Möbel,300.0,2,Süd
2025-09-07,Bohrmaschine,Werkzeug,150.0,19,Ost
2025-05-10,Säge,Werkzeug,70.0,14,Ost
2025-03-29,Sofa,Möbel,900.0,17,West
2025-06-07,Smartwatch,Elektronik,200.0,16,Süd
2025-04-05,Bohrmaschine,Werkzeug,150.0,10,Süd
2025-12-11,Sneaker,Bekleidung,100.0,14,Ost
2025-10-05,Apfel,Lebensmittel,2.0,9,Ost
2025-06-16,Monitor,Elektronik,250.0,1,Ost
2025-07-23,Tisch,Möbel,300.0,2,West
2025-08-02,Jacke,Bekleidung,120.0,3,West
2025-06-20,Stuhl,Möbel,150.0,16,Nord
2025-06-08,Stuhl,Möbel,150.0,4,West
2025-12-10,Stuhl,Möbel,150.0,1,Süd
2025-07-03,Apfel,Lebensmittel,2.0,2,West
2025-08-16,Bohrmaschine,Werkzeug,150.0,19,Süd
2025-07-11,Smartphone,Elektronik,800.0,20,Ost
2025-07-17,Schraubenzieher,Werkzeug,15.0,9,Nord
2025-06-18,Bohrmaschine,Werkzeug,150.0,12,West
2025-05-06,Hammer,Werkzeug,20.0,17,Nord
2025-03-20,Milch,Lebensmittel,1.5,5,West
2025-02-12,Brot,Lebensmittel,3.0,15,Nord
2025-10-02,Tablet,Elektronik,400.0,12,Nord
2025-02-17,Schraubenzieher,Werkzeug,15.0,9,Nord
2025-07-19,Smartphone,Elektronik,800.0,10,Süd
2025-12-15,Milch,Lebensmittel,1.5,4,Süd
2025-02-01,Jacke,Bekleidung,120.0,15,Nord
2025-03-01,Sofa,Möbel,900.0,18,Ost
2025-12-01,Kaffee,Lebensmittel,8.0,18,Süd
2025-04-19,Regal,Möbel,200.0,15,Nord
2025-12-14,Tablet,Elektronik,400.0,2,Nord
2025-03-15,Tastatur,Elektronik,45.0,1,Nord
2025-01-15,Tastatur,Elektronik,45.0,1,Nord
2025-05-24,Hammer,Werkzeug,20.0,17,Süd
2025-03-21,Kopfhörer,Elektronik,120.0,11,West
2025-03-22,Säge,Werkzeug,70.0,16,Süd
2025-06-02,Schrank,Möbel,500.0,6,Süd
2025-08-08,Sneaker,Bekleidung,100.0,9,Süd
2025-01-25,Jeans,Bekleidung,60.0,3,Ost
2025-02-20,Monitor,Elektronik,250.0,14,West
2025-03-06,Kopfhörer,Elektronik,120.0,3,Ost
2025-12-27,Milch,Lebensmittel,1.5,2,Ost
2025-10-23,Schraubenzieher,Werkzeug,15.0,10,Ost
2025-10-06,Smartwatch,Elektronik,200.0,18,West
2025-03-12,Sofa,Möbel,900.0,11,Nord
2026-01-01,Laptop,Elektronik,1200.0,6,Ost
2025-04-13,Maus,Elektronik,25.0,11,Ost
2025-01-14,Monitor,Elektronik,250.0,13,West
2025-06-21,Smartwatch,Elektronik,200.0,17,Süd
2025-01-10,Schrank,Möbel,500.0,4,Süd
2025-02-09,Tablet,Elektronik,400.0,6,West
2025-11-13,Tisch,Möbel,300.0,3,Ost
2025-09-23,Sofa,Möbel,900.0,10,Ost
2025-01-18,Milch,Lebensmittel,1.5,16,Süd
2025-11-23,Maus,Elektronik,25.0,13,Nord
2025-07-10,Kopfhörer,Elektronik,120.0,1,Nord
2025-04-09,Lampe,Möbel,80.0,5,Süd
2025-11-25,Regal,Möbel,200.0,14,West
2025-03-25,Maus,Elektronik,25.0,20,Süd
2025-12-30,Jacke,Bekleidung,120.0,7,Süd
2025-08-05,Kopfhörer,Elektronik,120.0,1,Nord
2025-01-18,Maus,Elektronik,25.0,11,Ost
2025-04-25,Laptop,Elektronik,1200.0,10,Süd
2025-05-26,Stuhl,Möbel,150.0,1,Süd
2025-07-03,Bohrmaschine,Werkzeug,150.0,18,Süd
2025-03-07,Schrank,Möbel,500.0,10,West
2025-05-22,Hammer,Werkzeug,20.0,13,West
2025-01-10,Jeans,Bekleidung,60.0,7,Nord
2025-03-25,Hammer,Werkzeug,20.0,9,West
2025-07-16,Monitor,Elektronik,250.0,4,Nord
2025-03-20,Jacke,Bekleidung,120.0,4,Ost
2025-01-13,T-Shirt,Bekleidung,20.0,9,Ost
2025-10-13,Brot,Lebensmittel,3.0,17,Ost
2025-08-16,Kopfhörer,Elektronik,120.0,2,Ost
2025-02-14,Tablet,Elektronik,400.0,10,Nord
2025-12-01,Säge,Werkzeug,70.0,14,Ost
2025-03-15,Stuhl,Möbel,150.0,3,West
2025-04-02,Hammer,Werkzeug,20.0,8,Ost
2025-10-09,Schraubenzieher,Werkzeug,15.0,8,Nord
2025-09-05,Hammer,Werkzeug,20.0,9,Ost
2025-10-24,Säge,Werkzeug,70.0,18,Süd
2025-07-28,Lampe,Möbel,80.0,1,West
2025-11-26,Jeans,Bekleidung,60.0,2,Ost
2025-10-31,Sofa,Möbel,900.0,10,Süd
2025-12-31,Bohrmaschine,Werkzeug,150.0,20,Nord
2025-12-07,Hammer,Werkzeug,20.0,11,Ost
2025-07-03,Monitor,Elektronik,250.0,4,Ost
2025-12-10,Kaffee,Lebensmittel,8.0,9,Ost
2025-02-12,Monitor,Elektronik,250.0,19,Süd
2025-12-03,Schrank,Möbel,500.0,13,West
2025-07-05,Kopfhörer,Elektronik,120.0,13,Ost
2025-04-21,Schrank,Möbel,500.0,6,West
2025-08-12,Bohrmaschine,Werkzeug,150.0,6,West
2025-01-09,Tastatur,Elektronik,45.0,6,West
2025-04-26,Säge,Werkzeug,70.0,17,Ost
2025-04-15,Schraubenzieher,Werkzeug,15.0,12,Nord
2025-10-31,Sneaker,Bekleidung,100.0,9,Süd
2025-11-12,Tisch,Möbel,300.0,13,Süd
2025-11-09,Schrank,Möbel,500.0,10,Nord
2025-10-25,Smartphone,Elektronik,800.0,13,Ost
2025-09-29,Tisch,Möbel,300.0,8,Nord
2025-10-03,Kopfhörer,Elektronik,120.0,16,Nord
2025-01-19,Sofa,Möbel,900.0,3,West
2025-07-21,Säge,Werkzeug,70.0,17,Süd
2025-01-07,Sofa,Möbel,900.0,19,Süd
2025-05-02,Schraubenzieher,Werkzeug,15.0,18,Ost
2025-02-27,Stuhl,Möbel,150.0,16,Süd
2025-10-21,Schraubenzieher,Werkzeug,15.0,5,Ost
2025-01-25,Lampe,Möbel,80.0,12,West
2025-04-09,Schrank,Möbel,500.0,15,Süd
2025-09-11,Kopfhörer,Elektronik,120.0,15,Nord
2025-01-13,Apfel,Lebensmittel,2.0,14,Nord
2025-09-15,Hammer,Werkzeug,20.0,4,Ost
2025-06-05,Maus,Elektronik,25.0,15,Nord
2025-12-10,Brot,Lebensmittel,3.0,12,Süd
2025-05-29,Kopfhörer,Elektronik,120.0,18,Ost
2025-01-24,Monitor,Elektronik,250.0,16,West
2025-01-26,Schrank,Möbel,500.0,11,Nord
2025-09-01,Hammer,Werkzeug,20.0,1,West
2025-11-14,Bohrmaschine,Werkzeug,150.0,15,West
2025-04-01,Tablet,Elektronik,400.0,7,Nord
2025-06-29,Stuhl,Möbel,150.0,19,Süd
2025-09-27,Hammer,Werkzeug,20.0,15,Ost
2025-12-16,Milch,Lebensmittel,1.5,7,Süd
2025-07-12,Stuhl,Möbel,150.0,11,Süd
2025-03-19,Stuhl,Möbel,150.0,18,Süd
2025-10-24,Tastatur,Elektronik,45.0,12,West
2025-10-14,Sneaker,Bekleidung,100.0,12,Süd
2025-06-28,Kopfhörer,Elektronik,120.0,12,Ost
2025-05-23,T-Shirt,Bekleidung,20.0,20,Ost
2025-12-27,Maus,Elektronik,25.0,18,Nord
2025-06-03,Kaffee,Lebensmittel,8.0,16,West
2025-06-08,Milch,Lebensmittel,1.5,6,Süd
2025-10-05,Jacke,Bekleidung,120.0,17,Ost
2025-10-11,Milch,Lebensmittel,1.5,17,Nord
2025-11-15,Monitor,Elektronik,250.0,1,West
2025-10-03,Smartwatch,Elektronik,200.0,17,Süd
2025-11-04,Jacke,Bekleidung,120.0,9,Nord
2025-05-15,Regal,Möbel,200.0,6,Nord
2025-09-24,Monitor,Elektronik,250.0,18,Nord
2025-01-12,Milch,Lebensmittel,1.5,10,Ost
2025-02-02,Kopfhörer,Elektronik,120.0,19,West
2025-10-29,Sneaker,Bekleidung,100.0,10,Nord
2025-10-20,Kopfhörer,Elektronik,120.0,2,Süd
2025-06-30,Sofa,Möbel,900.0,4,Süd
2025-01-08,Sofa,Möbel,900.0,7,Süd
2025-03-29,Tablet,Elektronik,400.0,16,Süd
2025-04-28,Laptop,Elektronik,1200.0,3,Süd
2025-11-26,Kaffee,Lebensmittel,8.0,1,West
2025-07-21,Milch,Lebensmittel,1.5,3,Ost
2025-03-18,Laptop,Elektronik,1200.0,16,Ost
2025-02-05,Schraubenzieher,Werkzeug,15.0,20,Süd
2025-05-01,Hammer,Werkzeug,20.0,6,Ost
2025-03-31,Monitor,Elektronik,250.0,12,West
2025-04-07,Tisch,Möbel,300.0,1,Nord
2025-10-11,Kaffee,Lebensmittel,8.0,7,West
2025-12-05,Kopfhörer,Elektronik,120.0,3,West
2025-08-07,Kopfhörer,Elektronik,120.0,5,Nord
2025-06-10,Laptop,Elektronik,1200.0,20,Ost
2025-09-21,Maus,Elektronik,25.0,11,West
2025-07-19,Jeans,Bekleidung,60.0,6,Ost
2025-06-28,Maus,Elektronik,25.0,1,Ost
2025-04-27,Sofa,Möbel,900.0,4,Ost
2025-02-10,Smartphone,Elektronik,800.0,11,West
2025-09-05,Monitor,Elektronik,250.0,18,West
2025-10-20,Tisch,Möbel,300.0,14,Nord
2025-08-13,Kopfhörer,Elektronik,120.0,14,West
2025-12-01,Apfel,Lebensmittel,2.0,19,Süd
2025-03-02,Lampe,Möbel,80.0,18,Süd
2025-02-09,Tisch,Möbel,300.0,19,Süd
2025-07-29,Sofa,Möbel,900.0,8,West
2025-11-30,Bohrmaschine,Werkzeug,150.0,8,West
2025-04-24,Kaffee,Lebensmittel,8.0,17,Nord
2025-06-04,Schraubenzieher,Werkzeug,15.0,18,West
2025-02-20,Jeans,Bekleidung,60.0,10,Nord
2025-02-05,Brot,Lebensmittel,3.0,12,West
2025-12-12,Lampe,Möbel,80.0,3,Nord
2025-01-30,Kopfhörer,Elektronik,120.0,15,Süd
2025-05-12,Tastatur,Elektronik,45.0,2,Ost
2025-07-18,Jacke,Bekleidung,120.0,4,Ost
2025-03-06,T-Shirt,Bekleidung,20.0,20,Ost
2025-02-08,Sneaker,Bekleidung,100.0,15,West
2025-03-25,Lampe,Möbel,80.0,9,West
2025-11-09,Bohrmaschine,Werkzeug,150.0,11,Ost
2025-05-21,Schraubenzieher,Werkzeug,15.0,8,Ost
2025-12-13,Tastatur,Elektronik,45.0,16,Nord
2025-09-08,Jacke,Bekleidung,120.0,2,Nord
2025-12-05,T-Shirt,Bekleidung,20.0,17,Ost
2025-06-06,Stuhl,Möbel,150.0,7,Ost
2025-06-29,Schrank,Möbel,500.0,3,Süd
2025-12-09,Tisch,Möbel,300.0,4,Süd
2025-03-27,Tastatur,Elektronik,45.0,13,West
2025-06-03,Sneaker,Bekleidung,100.0,10,Ost
2025-07-16,Kaffee,Lebensmittel,8.0,6,Nord
2025-05-08,Jacke,Bekleidung,120.0,11,West
2025-09-10,Kaffee,Lebensmittel,8.0,1,Ost
2025-08-20,Tablet,Elektronik,400.0,19,Nord
2025-09-12,Sneaker,Bekleidung,100.0,1,Süd
2025-01-04,Bohrmaschine,Werkzeug,150.0,4,Nord
2025-08-14,Kopfhörer,Elektronik,120.0,14,Nord
2025-09-26,Schrank,Möbel,500.0,1,Nord
2025-04-15,Laptop,Elektronik,1200.0,5,Ost
2025-02-19,Jeans,Bekleidung,60.0,18,Süd
2025-01-10,Kopfhörer,Elektronik,120.0,15,Süd
2025-01-17,Tablet,Elektronik,400.0,13,West
2025-12-26,Sofa,Möbel,900.0,14,Süd
2025-03-03,Apfel,Lebensmittel,2.0,16,Süd
2025-03-22,Apfel,Lebensmittel,2.0,15,Nord
2025-06-19,Monitor,Elektronik,250.0,4,Ost
2025-04-20,Lampe,Möbel,80.0,19,Süd
2025-01-30,Kaffee,Lebensmittel,8.0,16,West
2025-09-20,Laptop,Elektronik,1200.0,19,Süd
2025-08-18,Hammer,Werkzeug,20.0,5,Ost
2025-10-22,Stuhl,Möbel,150.0,2,Nord
2025-04-10,Brot,Lebensmittel,3.0,17,Ost
2025-10-09,Jeans,Bekleidung,60.0,3,West
2025-08-20,Sofa,Möbel,900.0,1,West
2025-06-13,Hammer,Werkzeug,20.0,1,Süd
2025-06-12,Kaffee,Lebensmittel,8.0,16,Nord
2025-11-12,Regal,Möbel,200.0,7,West
2025-09-08,Tastatur,Elektronik,45.0,18,Nord
2025-05-19,Tisch,Möbel,300.0,13,West
2025-02-04,Smartphone,Elektronik,800.0,19,Ost
2025-11-27,Kaffee,Lebensmittel,8.0,13,Ost
2025-06-18,Tisch,Möbel,300.0,4,Nord
2025-01-02,Hammer,Werkzeug,20.0,2,Ost
2025-07-11,Säge,Werkzeug,70.0,17,Ost
2025-10-15,Laptop,Elektronik,1200.0,5,West
2025-06-30,Regal,Möbel,200.0,7,West
2025-08-22,Schrank,Möbel,500.0,6,West
2025-08-08,Schraubenzieher,Werkzeug,15.0,8,West
2025-08-29,Sofa,Möbel,900.0,18,Nord
2025-08-10,Maus,Elektronik,25.0,3,Süd
2025-02-22,Milch,Lebensmittel,1.5,6,Süd
2025-06-15,Maus,Elektronik,25.0,1,Ost
2025-04-30,Bohrmaschine,Werkzeug,150.0,17,West
2025-11-19,Smartwatch,Elektronik,200.0,4,Ost
2025-04-22,Sofa,Möbel,900.0,12,Süd
2025-10-28,Schrank,Möbel,500.0,20,Süd
2025-01-08,Tablet,Elektronik,400.0,12,Ost
2025-08-05,Jeans,Bekleidung,60.0,10,Nord
2025-12-13,Maus,Elektronik,25.0,8,Süd
2025-07-04,Smartphone,Elektronik,800.0,5,Ost
2025-08-22,Tisch,Möbel,300.0,18,West
2025-11-15,Laptop,Elektronik,1200.0,1,Süd
2025-09-12,Schraubenzieher,Werkzeug,15.0,5,Süd
2025-07-19,Jacke,Bekleidung,120.0,1,Süd
2025-09-25,Hammer,Werkzeug,20.0,12,West
2025-10-01,Smartphone,Elektronik,800.0,15,West
2025-01-07,Milch,Lebensmittel,1.5,12,West
2025-05-13,Smartwatch,Elektronik,200.0,9,Nord
2025-07-04,Kopfhörer,Elektronik,120.0,10,Ost
2025-09-15,Jacke,Bekleidung,120.0,1,Nord
2025-05-08,Tablet,Elektronik,400.0,8,West
2025-11-03,Säge,Werkzeug,70.0,17,Süd
2025-05-19,Tisch,Möbel,300.0,11,Ost
2025-04-08,Jacke,Bekleidung,120.0,2,Ost
2025-04-11,Jacke,Bekleidung,120.0,19,Nord
2025-12-02,Hammer,Werkzeug,20.0,13,West
2025-04-25,Smartwatch,Elektronik,200.0,16,Süd
2025-10-10,Maus,Elektronik,25.0,19,Süd
2025-05-12,Tablet,Elektronik,400.0,19,Nord
2025-07-30,Schrank,Möbel,500.0,5,West
2025-12-16,Smartphone,Elektronik,800.0,4,Ost
2025-08-25,Apfel,Lebensmittel,2.0,9,Nord
2025-08-29,Säge,Werkzeug,70.0,17,West
2025-01-18,Hammer,Werkzeug,20.0,15,West
2025-10-09,Kaffee,Lebensmittel,8.0,19,Ost
2025-05-31,Kaffee,Lebensmittel,8.0,12,Ost
2025-11-05,Maus,Elektronik,25.0,16,Ost
2025-09-19,Regal,Möbel,200.0,10,Nord
2025-04-11,Milch,Lebensmittel,1.5,5,West
2025-01-31,Bohrmaschine,Werkzeug,150.0,3,Nord
2025-05-23,Schrank,Möbel,500.0,12,Nord
2025-11-21,Schraubenzieher,Werkzeug,15.0,5,Ost
2025-07-11,Säge,Werkzeug,70.0,16,Nord
2025-06-17,Lampe,Möbel,80.0,19,Ost
2025-11-13,T-Shirt,Bekleidung,20.0,16,West
2025-02-17,Brot,Lebensmittel,3.0,6,Ost
2025-03-15,Hammer,Werkzeug,20.0,11,Süd
2025-04-02,Smartphone,Elektronik,800.0,2,West
2025-01-16,Kaffee,Lebensmittel,8.0,20,Nord
2025-12-22,Sofa,Möbel,900.0,19,Ost
2025-04-20,Sofa,Möbel,900.0,11,Nord
2025-01-01,Smartphone,Elektronik,800.0,16,West
2025-02-15,Lampe,Möbel,80.0,13,West
2025-03-07,Laptop,Elektronik,1200.0,20,West
2025-12-30,Schraubenzieher,Werkzeug,15.0,7,Nord
2025-06-27,Hammer,Werkzeug,20.0,8,West
2025-01-11,Brot,Lebensmittel,3.0,10,Süd
2025-03-14,Jacke,Bekleidung,120.0,5,Süd
2025-11-03,Schrank,Möbel,500.0,10,Süd
2025-04-24,Hammer,Werkzeug,20.0,4,Süd
2025-08-16,Hammer,Werkzeug,20.0,6,Ost
2025-11-25,Bohrmaschine,Werkzeug,150.0,19,West
2025-04-11,Brot,Lebensmittel,3.0,17,Süd
